siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
398357988,00037,39835798800037,O,2006-12-01,03,2023,,2025-12-06T03:03:28.468,false,A,O,,1994-09-22,3120,GLEASON SALES (FRANCE),,,,,,,,,,,46.69B,NAFRev2,,N,,03,2023,00011,2025-12-06T06:17:43.379,PME,2023,ZAC DE PARIS NORD II - BATIMENT L - LE,66,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663715.09,6875163.3,A,,,,,46.69B,NAFRev2,O,46.64J
398376350,00177,39837635000177,O,2021-04-21,02,2023,,2025-12-05T16:03:25.513,false,A,O,,1994-10-01,5710,AUTOMATISMES BFT FRANCE,,,,,,,,,,,46.69A,NAFRev2,,N,,12,2023,00060,2025-12-06T05:20:09.49,GE,2023,IMMEUBLE RONSARD,22,,,AVENUE,DES NATIONS,93420,VILLEPINTE,,93078,,,930780962_B,664007.7140679733,6874941.719424644,A,,,,AUTOMATISMES BFT FRANCE,46.69A,NAFRev2,O,46.64G
398786434,00017,39878643400017,O,1992-01-01,NN,,,2025-12-05T18:18:46.591,true,A,O,,1992-01-01,9220,ASSOCIATION EMECA,,,,,,,,,,,94.99Z,NAFRev2,,O,,NN,,00017,2025-12-06T07:59:47.667,,,PARC EXPOS LA MARE FONTAINE,,,,,ZAC PARIS NORD II,93420,VILLEPINTE,,93078,,,93078B066_C,,,A,,,,,94.99Z,NAFRev2,N,94.99Y
399072016,00021,39907201600021,O,1996-04-01,NN,,,2025-12-05T16:25:47.027,true,A,O,,1994-11-01,5499,FINANCIAL CONSULTANTS ASSOCIATES,,,,,,,,,,,70.22Z,NAFRev2,,,,NN,,00021,2025-12-06T08:01:21.518,PME,2023,LE CEZANNE,35,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664206.8123585924,6875018.885634833,A,,,,,70.22Z,NAFRev2,N,70.20Y
399152990,00038,39915299000038,O,2000-12-19,NN,,4932ZA,2025-12-06T02:38:24.367,true,A,O,,1994-04-01,1000,,,M,CHETOUANI,,FARAJI,,,,FARAJI,,49.32Z,NAFRev2,,,,NN,,00038,2025-12-06T05:40:32.983,PME,2023,,15,,,,CR N8 DIT PONT DES MARAIS,93420,VILLEPINTE,,93078,,,,,,A,,,,,49.32Z,NAFRev2,N,49.33G
399219690,00019,39921969000019,O,1995-01-01,NN,,,2025-12-05T23:05:13.658,true,A,O,,1995-01-01,1000,,,M,BOUSELMI,,MOHAMED,,,,MOHAMED,,47.89Z,NAFRev2,,,,NN,,00019,2025-12-06T07:29:00.971,PME,2023,,82,,,AVENUE,DES ROSES,93420,VILLEPINTE,,93078,,,930781220_B,667587.8839954343,6872936.59020396,A,,,,,47.89Z,NAFRev2,N,47.12H
399227990,00054,39922799000054,O,2021-12-01,02,2023,,2025-12-06T00:57:32.605,true,A,O,,1994-12-09,5499,ALDI,,,,,,,,,,,70.10Z,NAFRev2,,N,,02,2023,00054,2025-12-06T05:23:46.184,GE,2023,BATIMENT EXELMANS,33,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663773.3037906784,6875036.821820092,A,,,,,64.20Z,NAFRev2,O,64.21Y
399256395,00019,39925639500019,O,1994-12-01,NN,,,2025-12-05T19:06:39.302,true,A,O,,1994-12-01,1000,,,M,GRUFFAR,,STEPHAN,,,,STEPHAN,,71.11Z,NAFRev2,,,,NN,,00019,2025-12-06T10:46:50.486,PME,2023,6-8,6,,,AVENUE,NAPEE,93420,VILLEPINTE,,93078,,,930780960_B,667971.0791880595,6871777.687509614,A,,,,,71.11Z,NAFRev2,N,71.11Y
399261502,00021,39926150200021,O,1995-01-01,NN,,,2025-12-06T02:09:36.822,true,A,O,,1993-10-09,1000,,,M,BACO,,DIDIER,,,,DIDIER,,86.90D,NAFRev2,,,,NN,,00021,2025-12-06T10:24:56.023,PME,2023,,1,,,AVENUE,FIRMIN DIDOT,93420,VILLEPINTE,,93078,,,930780490_B,667602.906990515,6872232.346366061,A,,,,,86.90D,NAFRev2,N,86.94G
399267079,00222,39926707900222,O,2010-05-21,03,2023,,2025-12-06T02:41:20.32,false,A,O,,1994-12-13,5710,CAP 5,,,,,,,,,,,79.11Z,NAFRev2,,N,,21,2023,00024,2025-12-06T05:33:04.691,PME,2023,31-35 LE CEZANNE PARIS NORD II,31,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664220.4118698782,6875004.233044645,A,,,,,79.11Z,NAFRev2,O,79.11Y
399390699,00029,39939069900029,O,1998-02-03,NN,,,2025-12-06T04:53:07.46,true,A,O,,1994-12-20,6540,SCI LE KEFIR,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00029,2025-12-06T06:28:38.497,ETI,2023,,11,,,ROUTE,DE TREMBLAY,93420,VILLEPINTE,,93078,,,930781360_B,666186.8288454451,6873941.03178327,A,,,,,68.20B,NAFRev2,N,68.20H
399407535,00018,39940753500018,O,1993-09-17,NN,,,2025-12-05T20:03:06.304,true,A,O,,1993-09-17,9220,ENERGIE ET SANTE,,,,,,,,,,,94.99Z,NAFRev2,,O,,NN,,00018,2025-12-06T10:35:06.904,,,,6,,,RUE,DAGUERRE,93420,VILLEPINTE,,93078,,,930780390_B,667529.5659641636,6872358.643148855,A,,,,,94.99Z,NAFRev2,N,94.99Y
399470418,00084,39947041800084,O,2025-01-01,NN,,,2025-12-06T00:13:03.713,true,A,O,,1994-12-19,5710,ALFAKLIMA,,,,,,,,,,,43.22B,NAFRev2,,N,,11,2023,00084,2025-12-06T06:56:38.694,ETI,2023,ZAC PARIS NORD II IMMEUBLE RAPHAEL,22,,,AVENUE,DES NATIONS,93420,VILLEPINTE,,93078,,,930780962_B,664007.71,6874941.72,A,ALFAKLIMA,,,SODICLIMAT,43.22B,NAFRev2,O,43.22H
399480631,00023,39948063100023,P,2024-04-23,NN,,,2025-12-06T03:11:35.552,true,A,P,,1995-01-09,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],68.20A,NAFRev2,,,,NN,,00023,2025-12-06T05:51:58.924,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
399526300,00013,39952630000013,O,1994-12-30,NN,,,2025-12-06T00:10:12.412,true,A,O,,1994-12-30,6541,SCI DE SULLY,,,,,,,,,,,41.10D,NAFRev2,,,,NN,,00013,2025-12-06T05:23:18.874,PME,2023,,4,,,AVENUE,SULLY,93420,VILLEPINTE,,93078,,,930781330_B,668120.8221490465,6871661.651161159,A,,,,,41.10D,NAFRev2,N,68.32G
399923960,00013,39992396000013,O,1993-07-01,NN,,,2025-12-06T04:05:11.27,true,A,O,,1993-07-01,9220,ASSOCIATION ARCHIBAL,,,,,,,,,,,94.99Z,NAFRev2,,O,,NN,,00013,2025-12-06T09:34:53.404,,,,,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666590.5105370906,6873105.184833282,A,,,,,94.99Z,NAFRev2,N,94.99Y
399941103,00067,39994110300067,O,2017-12-31,02,2023,,2025-12-05T20:54:47.683,true,A,O,,1995-02-01,5499,CIG CENTRE IMMOBILIER DE LA GOELE,CIG,,,,,,,,,,68.10Z,NAFRev2,,,,02,2023,00067,2025-12-06T06:54:59.831,PME,2023,PA PARIS NORD II IMMEUBLE SISLEY,23,,,ALLEE,DES IMPRESSIONNISTES,93420,VILLEPINTE,,93078,,,930780697_B,664247.3904041265,6874962.918747088,A,CIG PROMOTION,,,,68.10Z,NAFRev2,O,68.11Y
400338281,00035,40033828100035,O,2008-01-01,NN,,,2025-12-06T04:17:18.237,true,A,O,,1995-04-01,1000,,,M,MAMPUYA,,KISUNGUA,,,,KISUNGUA,,49.32Z,NAFRev2,,,,NN,,00035,2025-12-06T10:52:13.976,PME,2023,,18,,,ALLEE,RICHARD WAGNER,93420,VILLEPINTE,,93078,,,930781195_B,666429.781614323,6873751.674811112,A,,,,,49.32Z,NAFRev2,N,49.33G
400364907,00024,40036490700024,O,2000-12-01,NN,,4932ZA,2025-12-06T02:32:22.357,true,A,O,,1994-01-01,1000,,,M,SID,,ABDERRAHIM,,,,ABDERRAHIM,,49.32Z,NAFRev2,,,,NN,,00024,2025-12-06T08:36:06.076,PME,2023,,28,,,RUE,ERIC TABARLY,93420,VILLEPINTE,,93078,,,930781333_B,665513.9069290899,6873842.472682762,A,,,,,49.32Z,NAFRev2,N,49.33G
400422143,00018,40042214300018,O,1995-03-01,NN,,,2025-12-05T22:08:05.555,true,A,O,,1995-03-01,6540,SCI TITAN,,,,,,,,,,,68.20B,NAFRev2,,,,NN,,00018,2025-12-06T11:19:57.583,,,,27,,,AVENUE,EDOUARD BRANLY,93420,VILLEPINTE,,93078,,,930780230_B,668056.996705218,6871962.481234606,A,,,,,68.20B,NAFRev2,N,68.20H
400758272,00027,40075827200027,O,2001-04-01,NN,,4120BA,2025-12-05T21:48:40.199,true,A,O,,1995-04-01,5499,EGER,,,,,,,,,,,41.20B,NAFRev2,,,,NN,,00027,2025-12-06T10:55:07.454,PME,2023,,39,,,ROUTE,DE SEVRAN,93420,VILLEPINTE,,93078,,,930781290_B,665772.6291521393,6872423.154458796,A,,,,,41.20B,NAFRev2,O,41.00H
400777348,00014,40077734800014,O,1995-04-12,NN,,,2025-12-05T23:03:17.382,true,A,O,,1995-04-12,5499,ZFS,,,,,,,,,,,46.42Z,NAFRev2,,,,NN,,00014,2025-12-06T08:02:29.871,PME,2023,,46,,,RUE,LA BRUYERE,93420,VILLEPINTE,,93078,,,930780236_B,667155.5713019726,6873335.705136039,A,,,,,46.42Z,NAFRev2,N,46.42Y
400779377,00037,40077937700037,O,2002-03-29,NN,,4932ZA,2025-12-06T02:26:48.444,true,A,O,,1994-08-02,1000,,,M,ODIN,,GOODWILL,CHUKWUEKWU,,,GOODWILL,,49.32Z,NAFRev2,,,,NN,,00037,2025-12-06T08:18:33.393,PME,2023,,16,,,RUE,DU BACHAGHA BOUALAM,93420,VILLEPINTE,,93078,,,930780096_B,665463.1105741455,6873931.853461391,A,,,,,49.32Z,NAFRev2,N,49.33G
400800173,00017,40080017300017,O,1995-03-15,NN,,,2025-12-05T17:34:26.681,true,A,O,,1995-03-15,6540,SCI FRANCE,,,,,,,,,,,68.20B,NAFRev2,,,,NN,,00017,2025-12-06T11:01:02.984,,,,13,,,AVENUE,NAPEE,93420,VILLEPINTE,,93078,,,930780960_B,667997.9001658252,6871806.2301264955,A,,,,,68.20B,NAFRev2,N,68.20H
401058888,00025,40105888800025,O,2004-11-10,NN,,4932ZA,2025-12-06T03:19:33.688,true,A,O,,1995-03-01,1000,,,M,LEUNG KAM,,JOCELYN,,,,JOCELYN,,49.32Z,NAFRev2,,,,NN,,00025,2025-12-06T11:15:58.7,PME,2023,,23,,,RUE,D'ALSACE LORRAINE,93420,VILLEPINTE,,93078,,,930780030_B,667442.7878952195,6872504.366565046,A,,,,,49.32Z,NAFRev2,N,49.33G
401153655,00063,40115365500063,O,2025-04-14,NN,,,2025-12-05T22:28:48.421,true,A,O,,1995-05-10,6540,SCI IMMOSURGE,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00063,2025-12-06T06:26:07.435,GE,2023,BATIMENT EXELMANS,33,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663773.3,6875036.82,A,,,,,68.20B,NAFRev2,N,68.20H
401373584,00010,40137358400010,O,1989-12-08,11,2023,,2025-12-06T01:30:15.573,true,A,O,,1989-12-08,9220,ASS DU CENTRE SOCIAL A.MALRAUX,,,,,,,,,,,88.99B,NAFRev2,W932000612,O,,11,2023,00010,2025-12-06T08:12:11.364,PME,2023,,1,,,AVENUE,ANDRE MALRAUX,93420,VILLEPINTE,,93078,,,930780031_B,666971.7756816723,6873068.742803187,A,,,,,88.99B,NAFRev2,O,88.99H
401407077,00031,40140707700031,O,2018-01-01,NN,,4932ZB,2025-12-05T20:48:36.914,true,A,O,,1995-06-15,1000,,,M,IFERGUAN,,MOHAMED,,,,MOHAMED,,49.32Z,NAFRev2,,,,NN,,00031,2025-12-06T11:19:29.406,PME,2023,,2,,,RUE,DU VERCORS,93420,VILLEPINTE,,93078,,,930781375_B,667841.1281623363,6872843.653130454,A,,,,,49.32Z,NAFRev2,N,49.33H
401419833,00041,40141983300041,O,2025-04-14,NN,,,2025-12-05T19:17:27.267,true,A,O,,1995-05-29,6540,SCI PALIM,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00041,2025-12-06T08:03:47.266,GE,2023,BATIMENT EXELMANS,33,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663773.3,6875036.82,A,,,,,68.20B,NAFRev2,N,68.20H
401544440,00019,40154444000019,O,1995-07-20,NN,,,2025-12-06T02:28:12.857,true,A,O,,1995-07-20,1000,,,M,KOMAN,,FRANCK,,,,FRANCK,,49.41B,NAFRev2,,,,NN,,00019,2025-12-06T10:36:33.609,PME,2023,BAT D2,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,49.41B,NAFRev2,N,49.41H
401544457,00054,40154445700054,P,2019-05-07,NN,,,2025-12-06T03:59:35.402,false,A,O,,1995-07-17,1000,,,M,HOAREAU,,ALAIN,,,,ALAIN,,93.29Z,NAFRev2,,,,NN,,00047,2025-12-06T06:07:47.895,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],93.29Z,NAFRev2,N,93.29Y
401665500,00062,40166550000062,O,2023-05-01,02,2023,,2025-12-06T03:26:27.659,true,A,O,,1995-07-07,5499,QUALITE FCS,,,,,,,,,,,85.59A,NAFRev2,,N,,02,2023,00062,2025-12-06T07:38:58.947,PME,2023,IMMEUBLE RODIN,22,,,AVENUE,DES NATIONS,93420,VILLEPINTE,,93078,,,930780962_B,664007.7140679733,6874941.719424644,A,,,,,85.59A,NAFRev2,N,85.59G
401680624,00020,40168062400020,O,1996-01-24,NN,,,2025-12-05T17:20:15.755,true,A,O,,1995-06-15,6540,SCI DE L'ETANG,,,,,,,,,,,68.20B,NAFRev2,,,,NN,,00020,2025-12-06T07:59:11.635,ETI,2023,,11,,,ROUTE,DE TREMBLAY,93420,VILLEPINTE,,93078,,,930781360_B,666186.8288454451,6873941.03178327,A,,,,,68.20B,NAFRev2,N,68.20H
401751177,00015,40175117700015,O,1995-07-20,NN,,,2025-12-06T00:14:24.129,false,A,O,,1995-07-20,5499,COUTURE EXPRESS SARL,,,,,,,,,,,46.42Z,NAFRev2,,,,NN,,00023,2025-12-06T07:02:39.263,PME,2023,,33,,,AVENUE,CHARLES VAILLANT,93420,VILLEPINTE,,93078,,,930780280_B,667486.6333016171,6872265.248674234,A,,,,,46.42Z,NAFRev2,N,46.42Y
401885629,00055,40188562900055,O,2020-10-16,03,2023,,2025-12-05T17:48:59.058,true,A,O,,1993-03-16,9220,KARATE CLUB VILLEPINTE OMNI SPORTS KCVO,KCVO,,,,,,,,,,93.12Z,NAFRev2,W932004638,O,,03,2023,00055,2025-12-06T11:10:57.564,PME,2023,,7,,,RUE,DU TISSERAND,93420,VILLEPINTE,,93078,,,930781342_B,666340.7907652913,6873383.094282422,A,,,,,93.12Z,NAFRev2,O,93.12Y
401988837,00035,40198883700035,P,2020-10-01,NN,,,2025-12-05T19:36:53.235,true,A,P,,1995-07-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],01.49Z,NAFRev2,,,,NN,,00035,2025-12-06T09:48:29.727,,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],01.49Z,NAFRev2,N,01.48G
402054407,00026,40205440700026,O,2010-12-03,NN,,,2025-12-05T20:15:02.227,true,A,O,,1995-07-27,6540,SCI DU MUSEE,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00026,2025-12-06T07:43:31.85,,,,24,,,AVENUE,JULES FERRY,93420,VILLEPINTE,,93078,,,930780740_B,665970.2205192873,6872681.767153583,A,,,,,68.20B,NAFRev2,N,68.20H
402191662,00632,40219166200632,O,2025-05-01,NN,,,2025-12-05T16:33:27.984,false,A,O,,1995-10-01,5710,JANUS SAS,,,,,,,,,,,78.20Z,NAFRev2,,O,N,21,2023,00277,2026-01-12T12:31:46.361,ETI,2023,,20,,,ALLEE,DES ERABLES,93420,VILLEPINTE,,93078,,,930780456_B,663350.09,6875061.18,A,JANUS SEINE SAINT DENIS,,,JANUS SEINE SAINT DENIS,78.20Z,NAFRev2,N,78.20G
402198188,00011,40219818800011,O,1994-02-15,NN,,,2025-12-06T02:30:07.253,true,A,O,,1994-02-15,1000,,,F,BOUILLAUD,ALEKSOUDIR,VIVIANE,,,,VIVIANE,,86.90D,NAFRev2,,,,NN,,00011,2025-12-06T06:44:30.556,PME,2023,,14,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668127.3076914727,6871828.31273385,A,,,,,86.90D,NAFRev2,N,86.94G
402199046,00010,40219904600010,O,1995-06-22,NN,,,2025-12-05T18:20:45.552,true,A,O,,1995-06-22,1000,,,M,BUI,,ANTOINE,,,,ANTOINE,,86.23Z,NAFRev2,,,,NN,,00010,2025-12-06T07:17:54.278,PME,2023,,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,86.23Z,NAFRev2,N,86.23Y
402254437,00807,40225443700807,O,2014-01-15,NN,,,2025-12-05T15:21:45.579,false,A,O,,1995-09-01,5710,OFFICE DEPOT FRANCE,,,,,,,,,,,46.49Z,NAFRev2,,N,,NN,,00690,2025-12-06T05:21:15.997,,,ZI PARIS NORD 2 LE TROPICAL,18,,,PLACE,DES NYMPHEAS,93420,VILLEPINTE,,93078,,,930780989_B,664181.1592866951,6874990.463783545,A,OFFICE DEPOT,,,OFFICE DEPOT,47.41Z,NAFRev2,O,47.40Y
402320436,00015,40232043600015,O,1995-10-02,NN,,,2025-12-05T17:16:48.305,true,A,O,,1995-10-02,1000,,,M,CABEZAS,,STEPHANE,,,,STEPHANE,,46.38B,NAFRev2,,,,NN,,00015,2025-12-06T07:16:46.485,PME,2023,,53,,,CHEMIN,DU LOUP,93420,VILLEPINTE,,93078,,,93078b006_B,668143.1217411973,6871986.47150495,A,,,,,46.38B,NAFRev2,N,46.38Y
402328389,00026,40232838900026,O,2015-03-01,NN,,7420ZQ,2025-12-06T02:55:34.413,true,A,O,,1995-10-21,1000,,,M,FACCHIN,,FRANCK,,,,FRANCK,,74.20Z,NAFRev2,,,,NN,,00026,2025-12-06T06:34:00.426,PME,2023,,54,,,CHEMIN,DU PONT DES MARAIS,93420,VILLEPINTE,,93078,,,930781140_B,665367.529079764,6873597.578359779,A,,,,,74.20Z,NAFRev2,N,74.20Y
402379473,00018,40237947300018,O,1995-09-01,NN,,,2025-12-06T04:51:11.38,true,A,O,,1995-09-01,1000,,,M,DEANDRADE,,PAOLO,GEORGES,,,PAOLO,,46.18Z,NAFRev2,,,,NN,,00018,2025-12-06T08:36:59.165,PME,2023,BAT O ESC 2,,,,PARC,DE LA NOUE,93420,VILLEPINTE,,93078,,,930780975_B,666365.7437187068,6873216.24932193,A,,,,,46.18Z,NAFRev2,N,46.18Y
402475479,00026,40247547900026,O,2012-07-17,NN,,,2025-12-05T22:16:55.011,true,A,O,,1995-10-09,1000,,,M,BENJAMIN,,YVENER,,,,YVENER,,49.32Z,NAFRev2,,,,NN,,00026,2025-12-06T08:37:12.959,PME,2023,,2,,,AVENUE,DE L’EUROPE,93420,VILLEPINTE,,93078,,,930785bpb_B,667656.62149174,6873140.603678484,A,,,,,49.32Z,NAFRev2,N,49.33G
402483614,00028,40248361400028,O,1995-10-07,NN,,,2025-12-05T16:37:31.673,false,A,O,,1982-11-22,9220,CLUB SPORTIF VILLEPINTE GYMNASTIQUE CSVG,CSVG,,,,,,,,,,93.12Z,NAFRev2,W932002261,O,,03,2023,00044,2025-12-06T11:02:15.855,PME,2023,GYMNASE COSEC,,,,CHE,DE VAUJOURS,93420,VILLEPINTE,,93078,,,,,,A,,,,,93.12Z,NAFRev2,O,93.12Y
402483614,00044,40248361400044,O,2001-11-24,03,2023,,2025-12-05T16:57:17.618,true,A,O,,1982-11-22,9220,CLUB SPORTIF VILLEPINTE GYMNASTIQUE CSVG,CSVG,,,,,,,,,,93.12Z,NAFRev2,W932002261,O,,03,2023,00044,2025-12-06T11:02:15.855,PME,2023,GYMNASE COSEC,,,,RUE,PIERRE AUDAT,93420,VILLEPINTE,,93078,,,930781093_B,666738.489125662,6873406.148176632,A,,,,,93.12Z,NAFRev2,O,93.12Y
402507669,00040,40250766900040,P,2024-05-29,NN,,,2025-12-05T23:10:36.867,true,A,P,,1995-05-09,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],70.22Z,NAFRev2,,,,NN,,00040,2025-12-06T06:02:24.381,PME,2023,[ND],[ND],[ND],[ND],[ND],[ND],[ND],VILLEPINTE,,93078,,,[ND],[ND],[ND],A,[ND],[ND],[ND],[ND],70.22Z,NAFRev2,N,70.20Y
402586820,00027,40258682000027,O,2022-04-08,NN,,,2025-12-05T15:19:19.658,true,A,O,,1995-10-17,1000,,,M,IARICHENE,,NASSER,,,,NASSER,,35.11Z,NAFRev2,,,,NN,,00027,2025-12-06T08:19:01.091,PME,2023,,6,,,RUE,CLAUDE BERNARD,93420,VILLEPINTE,,93078,,,930780323_B,667387.1025127334,6872954.956143157,A,,,,,35.11Z,NAFRev2,N,35.12Y
402615462,00015,40261546200015,O,1995-09-13,NN,,,2025-12-06T04:46:42.735,true,A,O,,1995-09-13,5499,PAT'EMMANUELLE,,,,,,,,,,,47.71Z,NAFRev2,,,,NN,,00015,2025-12-06T06:53:28.313,PME,2023,24-26,24,,,AVENUE,DE LA GARE,93420,VILLEPINTE,,93078,,,930780570_B,668090.8763658823,6871916.4774006605,A,,,,,47.71Z,NAFRev2,N,47.71Y
402676712,00027,40267671200027,O,1995-12-01,NN,,,2025-12-05T21:00:18.889,true,A,O,,1994-02-02,1000,,,M,FURTAK,,LILIAN,,,,LILIAN,,86.90D,NAFRev2,,,,NN,,00027,2025-12-06T05:26:02.673,PME,2023,,23,,,AVENUE,DU CHEMIN DE FER,93420,VILLEPINTE,,93078,,,930780290_B,668141.8251950926,6871790.978827853,A,,,,,86.90D,NAFRev2,N,86.94G
402816870,00024,40281687000024,O,1999-01-01,NN,,,2025-12-05T17:49:58.442,true,A,O,,1995-05-12,9220,ACTION FRANCAISE DEVELOP AUDIT CONSEIL,AFDAC,,,,,,,,,,94.99Z,NAFRev2,,O,,NN,,00024,2025-12-06T06:05:43.568,,,,2,,,RUE,EUGENIE COTTON,93420,VILLEPINTE,,93078,,,930780464_B,666809.0852870889,6872985.601832689,A,,,,,94.99Z,NAFRev2,N,94.99Y
402897847,00065,40289784700065,O,2025-04-14,NN,,,2025-12-05T22:11:44.364,true,A,O,,1995-10-16,6599,SCI SURGIMMO,,,,,,,,,,,68.20B,NAFRev2,,N,,NN,,00065,2025-12-06T10:28:01.602,GE,2023,BATIMENT EXELMANS,33,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663773.3,6875036.82,A,,,,,68.20B,NAFRev2,N,68.20H
402906648,00025,40290664800025,O,1995-11-14,NN,,,2025-12-05T22:44:42.161,false,A,O,,1995-11-14,1000,,,M,PHOMMADY,,JEROME,,,,JEROME,,49.32Z,NAFRev2,,,,NN,,00033,2025-12-06T06:30:50.087,PME,2023,,3,B,,RUE,DE L'EGLISE,93420,VILLEPINTE,,93078,,,930780440_B,665895.1427788436,6873884.805685797,A,,,,,49.32Z,NAFRev2,N,49.33G
402906648,00033,40290664800033,O,2005-12-31,NN,,,2025-12-06T02:50:32.924,true,A,O,,1995-11-14,1000,,,M,PHOMMADY,,JEROME,,,,JEROME,,49.32Z,NAFRev2,,,,NN,,00033,2025-12-06T06:30:50.087,PME,2023,,49,,,AVENUE,PHILIPPE DE GIRARD,93420,VILLEPINTE,,93078,,,930781090_B,666529.4291517943,6872800.719758588,A,,,,,49.32Z,NAFRev2,N,49.33G
402909527,00077,40290952700077,O,2023-09-14,NN,,,2025-12-05T19:33:56.599,true,A,O,,1995-10-24,5499,SOMABOU,,,,,,,,,,,47.30Z,NAFRev2,,N,,NN,,00077,2025-12-06T10:02:08.848,PME,2023,,2,,,RUE,CLAUDE BERNARD,93420,VILLEPINTE,,93078,,,930780323_B,667366.2356976435,6872968.863519506,A,BP,,,,47.30Z,NAFRev2,O,47.30Y
402971956,00014,40297195600014,O,1995-10-01,NN,,,2026-05-13T16:05:24.466,true,A,O,,1995-10-01,9110,SYND COPR DU 136 138 BD R BALLANGER,,,,,,,,,,,81.10Z,NAFRev2,,,,NN,,00014,2026-05-13T17:00:44.705,,,,136,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,666048.9155758271,6872837.661424993,A,,,,,81.10Z,NAFRev2,N,94.99Y
402991475,00037,40299147500037,O,2002-02-15,02,2023,,2025-12-05T15:52:51.12,true,A,O,,1995-11-27,5499,COSMO SOFT,,,,,,,,,,,62.01Z,NAFRev2,,N,,02,2023,00037,2025-12-06T07:59:18.858,PME,2023,,125,,,BOULEVARD,ROBERT BALLANGER,93420,VILLEPINTE,,93078,,,930781198_B,665954.6978994437,6872806.85500266,A,,,,,62.01Z,NAFRev2,O,62.10Y
402992580,00033,40299258000033,O,2020-01-31,03,2023,,2025-12-06T03:18:58.273,true,A,O,,1995-02-01,5710,FIDUCAIRE DE VILLEPINTE,,,,,,,,,,,69.20Z,NAFRev2,,N,,03,2023,00033,2025-12-06T08:15:44.577,PME,2023,BAT M1,66,,,RUE,DES VANESSES,93420,VILLEPINTE,,93078,,,930781367_B,663715.090850247,6875163.298267419,A,,,,,69.20Z,NAFRev2,O,69.20Y
